song_id,title,reading,difficulty,level,constant
song_169eyxf,黄昏の協奏曲,,PRS,7+,7.8
song_169eyxf,黄昏の協奏曲,,FTR,9,9.5
song_169eyxf,黄昏の協奏曲,,ETR,10,10.5
third_sun,Third Sun,,PST,3,3.5
third_sun,Third Sun,,PRS,7,7
third_sun,Third Sun,,FTR,9,9.4
third_sun,Third Sun,,ETR,10,10
song_1xnvruw,［筏］は云う。幾ら漂流すれど不撓の心さえ有れば軈て行到ると。,,PST,4,4.5
song_1xnvruw,［筏］は云う。幾ら漂流すれど不撓の心さえ有れば軈て行到ると。,,PRS,7,7.5
song_1xnvruw,［筏］は云う。幾ら漂流すれど不撓の心さえ有れば軈て行到ると。,,FTR,9,9.5
song_1xnvruw,［筏］は云う。幾ら漂流すれど不撓の心さえ有れば軈て行到ると。,,ETR,10,10.4
song_1fz4hkn,テレパシ,,PST,4,4.5
song_1fz4hkn,テレパシ,,PRS,7+,7.8
song_1fz4hkn,テレパシ,,FTR,9,9.6
song_1fz4hkn,テレパシ,,ETR,10,10.4
synthesis,Synthesis.,,PST,4,4
synthesis,Synthesis.,,PRS,8,8.2
synthesis,Synthesis.,,FTR,9+,9.7
synthesis,Synthesis.,,ETR,10,10.5
song_1w9pm50,ザラメノキワミ,,PST,3,3
song_1w9pm50,ザラメノキワミ,,PRS,6,6.5
song_1w9pm50,ザラメノキワミ,,FTR,9,9.1
song_1w9pm50,ザラメノキワミ,,ETR,10,10.1
song_1f4so7w,羽化する亜球体,,PST,5,5
song_1f4so7w,羽化する亜球体,,PRS,8,8.1
song_1f4so7w,羽化する亜球体,,FTR,9,9.6
song_1f4so7w,羽化する亜球体,,ETR,10,10.6
straight_into_the_lights,Straight into the lights,,PST,4,4
straight_into_the_lights,Straight into the lights,,PRS,7,7.5
straight_into_the_lights,Straight into the lights,,FTR,9,9.5
straight_into_the_lights,Straight into the lights,,ETR,10,10.5
riot_in_the_system,Riot in the System,,PST,4,4.5
riot_in_the_system,Riot in the System,,PRS,7,7.5
riot_in_the_system,Riot in the System,,FTR,9,9.5
riot_in_the_system,Riot in the System,,ETR,10,10.1
rain_of_conflict_in_a_radiant_abyss,Rain of Conflict in a Radiant Abyss,,PST,5,5
rain_of_conflict_in_a_radiant_abyss,Rain of Conflict in a Radiant Abyss,,PRS,7+,7.8
rain_of_conflict_in_a_radiant_abyss,Rain of Conflict in a Radiant Abyss,,FTR,9,9.5
rain_of_conflict_in_a_radiant_abyss,Rain of Conflict in a Radiant Abyss,,ETR,10,10.5
paranoid_arc,Paranoid Arc,,PST,4,4.5
paranoid_arc,Paranoid Arc,,PRS,7+,7.8
paranoid_arc,Paranoid Arc,,FTR,9,9.6
paranoid_arc,Paranoid Arc,,ETR,10,10.5
song_h0m2p,オーバーライド,,PST,4,4
song_h0m2p,オーバーライド,,PRS,7,7.5
song_h0m2p,オーバーライド,,FTR,9,9.5
song_h0m2p,オーバーライド,,ETR,10,10.2
oblivion,OBLIVION,,PST,4,4
oblivion,OBLIVION,,PRS,7,7
oblivion,OBLIVION,,FTR,9,9.5
oblivion,OBLIVION,,ETR,10,10.1
no_way_back,No Way Back,,PST,4,4.5
no_way_back,No Way Back,,PRS,7,7.5
no_way_back,No Way Back,,FTR,8+,8.9
no_way_back,No Way Back,,ETR,10,10.4
my_life_is_mine_alone,My life is mine alone!,,PST,2,2.5
my_life_is_mine_alone,My life is mine alone!,,PRS,5,5.5
my_life_is_mine_alone,My life is mine alone!,,FTR,8+,8.8
my_life_is_mine_alone,My life is mine alone!,,ETR,10,10.1
song_1gsxsr9,メルティーラプソディー,,PST,3,3.5
song_1gsxsr9,メルティーラプソディー,,PRS,7,7.5
song_1gsxsr9,メルティーラプソディー,,FTR,9,9.6
song_1gsxsr9,メルティーラプソディー,,ETR,10,10.4
megalovania,MEGALOVANIA,,PST,4,4.5
megalovania,MEGALOVANIA,,PRS,7,7.5
megalovania,MEGALOVANIA,,FTR,9,9.5
megalovania,MEGALOVANIA,,ETR,10,10.5
song_tgow7r,愛して愛して愛して,,PST,3,3.5
song_tgow7r,愛して愛して愛して,,PRS,7,6.5
song_tgow7r,愛して愛して愛して,,FTR,8+,8.7
song_tgow7r,愛して愛して愛して,,ETR,10,10.5
infinite_dimension,INFINITE DIMENSION,,PST,2,2.5
infinite_dimension,INFINITE DIMENSION,,PRS,6,6
infinite_dimension,INFINITE DIMENSION,,FTR,8,8.6
infinite_dimension,INFINITE DIMENSION,,ETR,10,10.1
incarnator00,INCARNATOR₀₀,,PST,3,3.5
incarnator00,INCARNATOR₀₀,,PRS,6,6.5
incarnator00,INCARNATOR₀₀,,FTR,8+,8.9
incarnator00,INCARNATOR₀₀,,ETR,10,10.4
goodrage,GOODRAGE,,PST,4,4.5
goodrage,GOODRAGE,,PRS,7+,7.8
goodrage,GOODRAGE,,FTR,9,9.3
goodrage,GOODRAGE,,ETR,10,10.2
song_4b30wf,神っぽいな,,PST,4,3.5
song_4b30wf,神っぽいな,,PRS,7,7
song_4b30wf,神っぽいな,,FTR,9,9.3
song_4b30wf,神っぽいな,,ETR,10,10
song_f05b3b,幻想のサテライト,,PST,2,2.5
song_f05b3b,幻想のサテライト,,PRS,6,6.5
song_f05b3b,幻想のサテライト,,FTR,8+,8.7
song_f05b3b,幻想のサテライト,,ETR,10,10.1
eternity_break,Eternity Break,,PST,3,3.5
eternity_break,Eternity Break,,PRS,7,7.5
eternity_break,Eternity Break,,FTR,9,9.6
eternity_break,Eternity Break,,ETR,10,10.4
dual_doom_deathmatch,Dual Doom Deathmatch,,PST,3,3.5
dual_doom_deathmatch,Dual Doom Deathmatch,,PRS,6,6.5
dual_doom_deathmatch,Dual Doom Deathmatch,,FTR,8+,8.9
dual_doom_deathmatch,Dual Doom Deathmatch,,ETR,10,10.3
dual_dependency,Dual Dependency,,PST,4,4.5
dual_dependency,Dual Dependency,,PRS,7+,7.8
dual_dependency,Dual Dependency,,FTR,9,9.5
dual_dependency,Dual Dependency,,ETR,10,10.4
don_t_die,Don't Die,,PST,3,3.5
don_t_die,Don't Die,,PRS,7,7
don_t_die,Don't Die,,FTR,9,9.4
don_t_die,Don't Die,,ETR,10,10.1
dies_irae,Dies irae,,PST,4,4.5
dies_irae,Dies irae,,PRS,7,7.5
dies_irae,Dies irae,,FTR,9,9.5
dies_irae,Dies irae,,ETR,10,10.6
cryogenic,Cryogenic,,PST,5,5
cryogenic,Cryogenic,,PRS,7,7.5
cryogenic,Cryogenic,,FTR,9,9.2
cryogenic,Cryogenic,,ETR,10,10.1
chaosblast,CHAOSBLAST,,PST,4,4.5
chaosblast,CHAOSBLAST,,PRS,7+,7.8
chaosblast,CHAOSBLAST,,FTR,9,9.6
chaosblast,CHAOSBLAST,,ETR,10,10.5
c_s_q_n,c.s.q.n.,,PST,4,4
c_s_q_n,c.s.q.n.,,PRS,7,7.5
c_s_q_n,c.s.q.n.,,FTR,9,9.6
c_s_q_n,c.s.q.n.,,ETR,10,10.3
break_break_break,BREaK! BREaK! BREaK!,,PST,3,3.5
break_break_break,BREaK! BREaK! BREaK!,,PRS,6,6.5
break_break_break,BREaK! BREaK! BREaK!,,FTR,8+,8.8
break_break_break,BREaK! BREaK! BREaK!,,ETR,10,10.3
blythe,BlythE,,PST,3,3
blythe,BlythE,,PRS,7,7.5
blythe,BlythE,,FTR,9,9.4
blythe,BlythE,,ETR,10,10.5
blazing_air,BlazinG AIR,,PST,3,3.5
blazing_air,BlazinG AIR,,PRS,6,6.5
blazing_air,BlazinG AIR,,FTR,8+,8.9
blazing_air,BlazinG AIR,,ETR,10,10.1
song_6kvvob,アズゴア,,PST,4,4.5
song_6kvvob,アズゴア,,PRS,7,7.5
song_6kvvob,アズゴア,,FTR,8+,8.8
song_6kvvob,アズゴア,,ETR,10,10.2
8_em,8-EM,,PST,4,4.5
8_em,8-EM,,PRS,7+,7.8
8_em,8-EM,,FTR,9,9.5
8_em,8-EM,,ETR,10,10.3
10pt8ion,10pt8ion,,PST,4,4
10pt8ion,10pt8ion,,PRS,7+,7.8
10pt8ion,10pt8ion,,FTR,9+,9.8
10pt8ion,10pt8ion,,ETR,10,10.5
uar_ina,γuarδina,,PST,4,4
uar_ina,γuarδina,,PRS,8,8
uar_ina,γuarδina,,FTR,10,10.4
terl_us,αterlβus,,PST,4,4
terl_us,αterlβus,,PRS,7,7.5
terl_us,αterlβus,,FTR,10,10.2
xtreme,XTREME,,PST,4,4.5
xtreme,XTREME,,PRS,7+,7.8
xtreme,XTREME,,FTR,10,10.5
xanatos,Xanatos,,PST,4,4
xanatos,Xanatos,,PRS,7,7.5
xanatos,Xanatos,,FTR,10,10
wish_upon_a_snow,Wish Upon a Snow,,PST,4,4.5
wish_upon_a_snow,Wish Upon a Snow,,PRS,7,7.5
wish_upon_a_snow,Wish Upon a Snow,,FTR,10,10.5
viyella_s_tears,Viyella's Tears,,PST,4,4
viyella_s_tears,Viyella's Tears,,PRS,7+,7.8
viyella_s_tears,Viyella's Tears,,FTR,10,10.3
valhalla_0,Valhalla:0,,PST,4,4.5
valhalla_0,Valhalla:0,,PRS,7,7.5
valhalla_0,Valhalla:0,,FTR,10,10.2
unknown_levels,UNKNOWN LEVELS,,PST,4,4
unknown_levels,UNKNOWN LEVELS,,PRS,8,8.1
unknown_levels,UNKNOWN LEVELS,,FTR,10,10.6
ultradiaxon_n3,ultradiaxon-N3,,PST,4,4.5
ultradiaxon_n3,ultradiaxon-N3,,PRS,8,8.5
ultradiaxon_n3,ultradiaxon-N3,,FTR,10,10.3
trrricksters,Trrricksters!!,,PST,4,4.5
trrricksters,Trrricksters!!,,PRS,7,7.5
trrricksters,Trrricksters!!,,FTR,10,10.1
trpno,TRPNO,,PST,4,4.5
trpno,TRPNO,,PRS,7+,7.8
trpno,TRPNO,,FTR,10,10
song_1y6w6xf,アリス・リデルに捧ぐ,,PST,4,4
song_1y6w6xf,アリス・リデルに捧ぐ,,PRS,7,7.5
song_1y6w6xf,アリス・リデルに捧ぐ,,FTR,10,10.3
to_the_milky_way,To the Milky Way,,PST,5,5
to_the_milky_way,To the Milky Way,,PRS,8+,8.9
to_the_milky_way,To the Milky Way,,FTR,10,10.4
tiferet,Tiferet,,PST,4,4.5
tiferet,Tiferet,,PRS,7+,7.8
tiferet,Tiferet,,FTR,10,10.3
super_ambulance,SUPER AMBULANCE,,PST,4,4.5
super_ambulance,SUPER AMBULANCE,,PRS,7,7.5
super_ambulance,SUPER AMBULANCE,,FTR,10,10.3
spirit_of_the_dauntless,Spirit of the Dauntless,,PST,4,4.5
spirit_of_the_dauntless,Spirit of the Dauntless,,PRS,7+,7.8
spirit_of_the_dauntless,Spirit of the Dauntless,,FTR,10,10.5
sheriruth_laur_remix,Sheriruth (Laur Remix),,PST,4,4
sheriruth_laur_remix,Sheriruth (Laur Remix),,PRS,7+,7.8
sheriruth_laur_remix,Sheriruth (Laur Remix),,FTR,10,10.5
sheriruth,Sheriruth,,PST,5,5.5
sheriruth,Sheriruth,,PRS,7,7.5
sheriruth,Sheriruth,,FTR,10,10
seclusion,Seclusion,,PST,4,4
seclusion,Seclusion,,PRS,7,7.5
seclusion,Seclusion,,FTR,10,10.6
scarlet_lance,Scarlet Lance,,PST,4,4
scarlet_lance,Scarlet Lance,,PRS,7,7
scarlet_lance,Scarlet Lance,,FTR,10,10
rost_page_gene,ROST PAGE GENE,,PST,5,5
rost_page_gene,ROST PAGE GENE,,PRS,8,8.2
rost_page_gene,ROST PAGE GENE,,FTR,10,10.3
rise_of_the_world,Rise of the World,,PST,4,4.5
rise_of_the_world,Rise of the World,,PRS,8,8.1
rise_of_the_world,Rise of the World,,FTR,10,10.5
redolent_shape,Redolent Shape,,PST,4,4.5
redolent_shape,Redolent Shape,,PRS,7,7.5
redolent_shape,Redolent Shape,,FTR,10,10.2
qovat,Qovat,,PST,4,4.5
qovat,Qovat,,PRS,8,8.2
qovat,Qovat,,FTR,10,10.4
pupa,PUPA,,PST,4,4
pupa,PUPA,,PRS,7+,7.8
pupa,PUPA,,FTR,10,10.4
song_qmah0,プラシイボ♥バトラー,,PST,5,5.5
song_qmah0,プラシイボ♥バトラー,,PRS,8,8.3
song_qmah0,プラシイボ♥バトラー,,FTR,10,10.4
overwhelm,Overwhelm,,PST,5,5
overwhelm,Overwhelm,,PRS,8,8.5
overwhelm,Overwhelm,,FTR,10,10.6
oshama_scramble,Oshama Scramble!,,PST,3,3.5
oshama_scramble,Oshama Scramble!,,PRS,6,6.5
oshama_scramble,Oshama Scramble!,,FTR,10,10
nirv_luce,Nirv lucE,,PST,2,2.5
nirv_luce,Nirv lucE,,PRS,7,7
nirv_luce,Nirv lucE,,FTR,10,10.2
neo_wings,NEO WINGS,,PST,4,4
neo_wings,NEO WINGS,,PRS,7,7.5
neo_wings,NEO WINGS,,FTR,10,10.2
mvurbd,MVURBD,,PST,4,4.5
mvurbd,MVURBD,,PRS,7+,7.8
mvurbd,MVURBD,,FTR,10,10.6
mirinae,MIRINAE,,PST,4,4.5
mirinae,MIRINAE,,PRS,8,8.3
mirinae,MIRINAE,,FTR,10,10.4
metallic_punisher,Metallic Punisher,,PST,3,3
metallic_punisher,Metallic Punisher,,PRS,7,7
metallic_punisher,Metallic Punisher,,FTR,10,10.3
medusa,Medusa,,PST,4,4.5
medusa,Medusa,,PRS,7,7
medusa,Medusa,,FTR,10,10.1
masquerade_legion,Masquerade Legion,,PST,3,3.5
masquerade_legion,Masquerade Legion,,PRS,6,6.5
masquerade_legion,Masquerade Legion,,FTR,10,10
manic_jeer,Manic Jeer,,PST,4,4
manic_jeer,Manic Jeer,,PRS,7+,7.8
manic_jeer,Manic Jeer,,FTR,10,10.6
malicious_mischance,Malicious Mischance,,PST,4,4
malicious_mischance,Malicious Mischance,,PRS,7+,7.8
malicious_mischance,Malicious Mischance,,FTR,10,10.2
magnolia,Magnolia,,PST,4,4.5
magnolia,Magnolia,,PRS,7+,7.8
magnolia,Magnolia,,FTR,10,10.2
loschen,Löschen,,PST,3,3.5
loschen,Löschen,,PRS,7,7
loschen,Löschen,,FTR,10,10.2
lucid_traveler,Lucid Traveler,,PST,4,4.5
lucid_traveler,Lucid Traveler,,PRS,8+,8.9
lucid_traveler,Lucid Traveler,,FTR,10,10.5
logos,Logos,,PST,4,4
logos,Logos,,PRS,7+,7.8
logos,Logos,,FTR,10,10.2
live_fast_die_young,Live Fast Die Young,,PST,4,4.5
live_fast_die_young,Live Fast Die Young,,PRS,8,8.5
live_fast_die_young,Live Fast Die Young,,FTR,10,10.6
lightning_screw,Lightning Screw,,PST,4,4.5
lightning_screw,Lightning Screw,,PRS,7+,7.8
lightning_screw,Lightning Screw,,FTR,10,10.5
liar,Liar,,PST,4,4.5
liar,Liar,,PRS,7+,7.8
liar,Liar,,FTR,10,10
lethal_voltage,Lethal Voltage,,PST,4,4.5
lethal_voltage,Lethal Voltage,,PRS,7+,7.8
lethal_voltage,Lethal Voltage,,FTR,10,10.4
last_celebration,Last Celebration,,PST,3,3.5
last_celebration,Last Celebration,,PRS,6,6.5
last_celebration,Last Celebration,,FTR,10,10.4
kissing_lucifer,Kissing Lucifer,,PST,4,4.5
kissing_lucifer,Kissing Lucifer,,PRS,7+,7.8
kissing_lucifer,Kissing Lucifer,,FTR,10,10.4
song_1qyirc0,患部で止まってすぐ溶ける ～ 狂気の優曇華院,,PST,4,4
song_1qyirc0,患部で止まってすぐ溶ける ～ 狂気の優曇華院,,PRS,7,7.5
song_1qyirc0,患部で止まってすぐ溶ける ～ 狂気の優曇華院,,FTR,10,10.1
judgement,Judgement,,PST,5,5.5
judgement,Judgement,,PRS,8,8.6
judgement,Judgement,,FTR,10,10.5
izana,IZANA,,PST,5,5
izana,IZANA,,PRS,8,8.3
izana,IZANA,,FTR,10,10.3
internet_yamero,INTERNET YAMERO,,PST,4,4.5
internet_yamero,INTERNET YAMERO,,PRS,7+,7.8
internet_yamero,INTERNET YAMERO,,FTR,10,9.9
song_1um2kor,怒槌,,PST,3,3.5
song_1um2kor,怒槌,,PRS,7,7.5
song_1um2kor,怒槌,,FTR,10,10.3
hivemind,HIVEMIND,,PST,4,4
hivemind,HIVEMIND,,PRS,8,8.6
hivemind,HIVEMIND,,FTR,10,10
nayuta_2017_ver,緋色月下、狂咲ノ絶 (nayuta 2017 ver.),,PST,3,3.5
nayuta_2017_ver,緋色月下、狂咲ノ絶 (nayuta 2017 ver.),,PRS,6,6.5
nayuta_2017_ver,緋色月下、狂咲ノ絶 (nayuta 2017 ver.),,FTR,10,10.3
halcyon,Halcyon,,PST,5,5.5
halcyon,Halcyon,,PRS,8,8.2
halcyon,Halcyon,,FTR,10,10.5
grandspell,Grandspell,,PST,4,4.5
grandspell,Grandspell,,PRS,8,8.4
grandspell,Grandspell,,FTR,10,10.2
good_bye_merry_go_round,"Good bye, Merry-Go-Round.",,PST,4,4.5
good_bye_merry_go_round,"Good bye, Merry-Go-Round.",,PRS,7,7.5
good_bye_merry_go_round,"Good bye, Merry-Go-Round.",,FTR,10,10.6
glory_road,GLORY：ROAD,,PST,4,4.5
glory_road,GLORY：ROAD,,PRS,7,7
glory_road,GLORY：ROAD,,FTR,10,10.5
gimme_da_blood,GIMME DA BLOOD,,PST,3,3.5
gimme_da_blood,GIMME DA BLOOD,,PRS,7,7.5
gimme_da_blood,GIMME DA BLOOD,,FTR,10,10.5
garakuta_doll_play,Garakuta Doll Play,,PST,4,4.5
garakuta_doll_play,Garakuta Doll Play,,PRS,6,6.5
garakuta_doll_play,Garakuta Doll Play,,FTR,10,10.4
g_e_n_g_a_o_z_o,G e n g a o z o,,PST,4,4
g_e_n_g_a_o_z_o,G e n g a o z o,,PRS,8,8.1
g_e_n_g_a_o_z_o,G e n g a o z o,,FTR,10,10.1
free_myself,Free Myself,,PST,4,4.5
free_myself,Free Myself,,PRS,7,7.5
free_myself,Free Myself,,FTR,10,10
felis,Felis,,PST,4,4
felis,Felis,,PRS,7,7.5
felis,Felis,,FTR,10,10.4
ether_strike,Ether Strike,,PST,5,5.5
ether_strike,Ether Strike,,PRS,8,8.3
ether_strike,Ether Strike,,FTR,10,10.3
ego_eimi,Ego Eimi,,PST,5,5.5
ego_eimi,Ego Eimi,,PRS,8,8.6
ego_eimi,Ego Eimi,,FTR,10,10.5
eden,eden,,PST,4,4.5
eden,eden,,PRS,8,8.2
eden,eden,,FTR,10,10.5
dull_blade,Dull Blade,,PST,4,4.5
dull_blade,Dull Blade,,PRS,8,8
dull_blade,Dull Blade,,FTR,10,10.5
desertrealm,Desertrealm,,PST,4,4.5
desertrealm,Desertrealm,,PRS,8,8.5
desertrealm,Desertrealm,,FTR,10,10.6
cyanine,cyanine,,PST,4,4
cyanine,cyanine,,PRS,7+,7.8
cyanine,cyanine,,FTR,10,10.6
crimson_throne,Crimson Throne,,PST,4,4
crimson_throne,Crimson Throne,,PRS,8,8
crimson_throne,Crimson Throne,,FTR,10,10.6
corps_sans_organes,corps-sans-organes,,PST,4,4.5
corps_sans_organes,corps-sans-organes,,PRS,7+,7.8
corps_sans_organes,corps-sans-organes,,FTR,10,10.6
conflict,conflict,,PST,4,4.5
conflict,conflict,,PRS,7,7.5
conflict,conflict,,FTR,10,10.2
climax,Climax,,PST,4,4.5
climax,Climax,,PRS,7+,7.8
climax,Climax,,FTR,10,10.4
chronicle,Chronicle,,PST,5,5
chronicle,Chronicle,,PRS,8+,8.9
chronicle,Chronicle,,FTR,10,10.5
chromafill,Chromafill,,PST,4,4
chromafill,Chromafill,,PRS,7,7
chromafill,Chromafill,,FTR,10,10
capella,Capella,,PST,4,4.5
capella,Capella,,PRS,7+,7.8
capella,Capella,,FTR,10,10.2
song_yjlgtw,竹,,PST,3,3
song_yjlgtw,竹,,PRS,6,6.5
song_yjlgtw,竹,,FTR,10,10
back_to_basics,Back to Basics,,PST,5,5
back_to_basics,Back to Basics,,PRS,8+,8.7
back_to_basics,Back to Basics,,FTR,10,10.6
aurgelmir,Aurgelmir,,PST,4,4.5
aurgelmir,Aurgelmir,,PRS,8,8.5
aurgelmir,Aurgelmir,,FTR,10,10.5
attraqtia,AttraqtiA,,PST,4,4
attraqtia,AttraqtiA,,PRS,8,8.3
attraqtia,AttraqtiA,,FTR,10,10.6
astral_quantization,Astral Quantization,,PST,5,5
astral_quantization,Astral Quantization,,PRS,8,8.1
astral_quantization,Astral Quantization,,FTR,10,10.6
angel_s_boundary,Angel's Boundary,,PST,5,5
angel_s_boundary,Angel's Boundary,,PRS,8,8.5
angel_s_boundary,Angel's Boundary,,FTR,10,10.2
alexandrite,Alexandrite,,PST,4,4.5
alexandrite,Alexandrite,,PRS,7,7.5
alexandrite,Alexandrite,,FTR,10,10
aleph_0,Aleph-0,,PST,5,5.5
aleph_0,Aleph-0,,PRS,8+,8.8
aleph_0,Aleph-0,,FTR,10,10.5
x,[X],,PST,4,4.5
x,[X],,PRS,7+,7.8
x,[X],,FTR,10,10.6
99_glooms,99 Glooms,,PST,4,4
99_glooms,99 Glooms,,PRS,7+,7.8
99_glooms,99 Glooms,,FTR,10,10.3
teriqma,Teriqma,,PST,3,3
teriqma,Teriqma,,PRS,6,6.5
teriqma,Teriqma,,FTR,9,9.4
teriqma,Teriqma,,BYD,9+,9.7
moonheart,Moonheart,,PST,2,2.5
moonheart,Moonheart,,PRS,5,5.5
moonheart,Moonheart,,FTR,8,8.4
moonheart,Moonheart,,BYD,9+,9.7
song_je3qur,狂言綺語,,PST,3,3.5
song_je3qur,狂言綺語,,PRS,6,6.5
song_je3qur,狂言綺語,,FTR,9,9.3
song_je3qur,狂言綺語,,BYD,9+,9.9
eccentric_tale,Eccentric Tale,,PST,2,2
eccentric_tale,Eccentric Tale,,PRS,5,5.5
eccentric_tale,Eccentric Tale,,FTR,8,8.4
eccentric_tale,Eccentric Tale,,BYD,9+,9.9
waltz_for_lorelei,Waltz for Lorelei,,PST,2,2.5
waltz_for_lorelei,Waltz for Lorelei,,PRS,5,5.5
waltz_for_lorelei,Waltz for Lorelei,,FTR,8+,8.8
waltz_for_lorelei,Waltz for Lorelei,,ETR,9+,9.8
vainspire,Vainspire,,PST,3,3.5
vainspire,Vainspire,,PRS,7,7
vainspire,Vainspire,,FTR,8,8.4
vainspire,Vainspire,,ETR,9+,9.9
u_a_d,U.A.D,,PST,3,3.5
u_a_d,U.A.D,,PRS,6,6.5
u_a_d,U.A.D,,FTR,8+,8.7
u_a_d,U.A.D,,ETR,9+,9.8
tic_tac_toe,Tic! Tac! Toe!,,PST,3,3.5
tic_tac_toe,Tic! Tac! Toe!,,PRS,7,7.5
tic_tac_toe,Tic! Tac! Toe!,,FTR,8+,8.8
tic_tac_toe,Tic! Tac! Toe!,,ETR,9+,9.9
taboo_tears_you_up_2017,taboo tears you up 2017,,PST,3,3
taboo_tears_you_up_2017,taboo tears you up 2017,,PRS,6,6.5
taboo_tears_you_up_2017,taboo tears you up 2017,,FTR,8,8.4
taboo_tears_you_up_2017,taboo tears you up 2017,,ETR,9+,9.8
stargate_extreme,STARGATE EXTREME,,PST,4,4
stargate_extreme,STARGATE EXTREME,,PRS,6,6
stargate_extreme,STARGATE EXTREME,,FTR,9,9.3
stargate_extreme,STARGATE EXTREME,,ETR,9+,9.9
song_12h8ofk,正義の槍,,PST,3,3.5
song_12h8ofk,正義の槍,,PRS,6,6.5
song_12h8ofk,正義の槍,,FTR,8,8.8
song_12h8ofk,正義の槍,,ETR,9+,9.9
song_1ozseyr,進捗どうですか?,,PST,3,3.5
song_1ozseyr,進捗どうですか?,,PRS,7,7.5
song_1ozseyr,進捗どうですか?,,FTR,8+,8.8
song_1ozseyr,進捗どうですか?,,ETR,9+,9.9
particle,Particle,,PST,3,3.5
particle,Particle,,PRS,6,6
particle,Particle,,FTR,9,9.5
particle,Particle,,ETR,9+,9.7
paradox_palette,Paradox Palette,,PST,4,4
paradox_palette,Paradox Palette,,PRS,7,7.5
paradox_palette,Paradox Palette,,FTR,8+,8.8
paradox_palette,Paradox Palette,,ETR,9+,9.9
morningloom,MORNINGLOOM,,PST,3,3
morningloom,MORNINGLOOM,,PRS,6,6.5
morningloom,MORNINGLOOM,,FTR,8+,8.8
morningloom,MORNINGLOOM,,ETR,9+,9.8
miles,Miles,,PST,3,3.5
miles,Miles,,PRS,6,6.5
miles,Miles,,FTR,8,8.2
miles,Miles,,ETR,9+,9.8
liftoff,LiftOff,,PST,3,3
liftoff,LiftOff,,PRS,6,6.5
liftoff,LiftOff,,FTR,8,8.2
liftoff,LiftOff,,ETR,9+,9.8
song_1v3fkjt,ラヴィ,,PST,3,3.5
song_1v3fkjt,ラヴィ,,PRS,6,6
song_1v3fkjt,ラヴィ,,FTR,8+,8.8
song_1v3fkjt,ラヴィ,,ETR,9+,9.9
song_d6pdp4,これでホントにサヨナラ,,PST,2,2.5
song_d6pdp4,これでホントにサヨナラ,,PRS,6,6.5
song_d6pdp4,これでホントにサヨナラ,,FTR,8,8.2
song_d6pdp4,これでホントにサヨナラ,,ETR,9+,9.7
ionostream,IONOSTREAM,,PST,3,3.5
ionostream,IONOSTREAM,,PRS,6,6
ionostream,IONOSTREAM,,FTR,8+,8.7
ionostream,IONOSTREAM,,ETR,9+,9.7
innocence,Innocence,,PST,3,3
innocence,Innocence,,PRS,6,6.5
innocence,Innocence,,FTR,8,8.5
innocence,Innocence,,ETR,9+,9.7
incomplete_the_one,incomplete the one,,PST,3,3.5
incomplete_the_one,incomplete the one,,PRS,7,7.5
incomplete_the_one,incomplete the one,,FTR,8+,8.8
incomplete_the_one,incomplete the one,,ETR,9+,9.9
hypnotize,Hypnotize,,PST,3,3.5
hypnotize,Hypnotize,,PRS,7,7
hypnotize,Hypnotize,,FTR,8+,8.9
hypnotize,Hypnotize,,ETR,9+,9.9
disintegration,disintegration,,PST,4,4
disintegration,disintegration,,PRS,6,6.5
disintegration,disintegration,,FTR,8,8.3
disintegration,disintegration,,ETR,9+,9.8
crimson_quartz,Crimson Quartz,,PST,3,3
crimson_quartz,Crimson Quartz,,PRS,6,6
crimson_quartz,Crimson Quartz,,FTR,8+,8.8
crimson_quartz,Crimson Quartz,,ETR,9+,9.8
cosmogyral,Cosmogyral,,PST,2,2.5
cosmogyral,Cosmogyral,,PRS,5,5.5
cosmogyral,Cosmogyral,,FTR,8,8.6
cosmogyral,Cosmogyral,,ETR,9+,9.8
chain2nite,CHAIN2NITE,,PST,4,4
chain2nite,CHAIN2NITE,,PRS,6,6.5
chain2nite,CHAIN2NITE,,FTR,8,8.6
chain2nite,CHAIN2NITE,,ETR,9+,9.9
black_mirror_on_the_wall,Black Mirror on the Wall,,PST,3,3.5
black_mirror_on_the_wall,Black Mirror on the Wall,,PRS,6,6.5
black_mirror_on_the_wall,Black Mirror on the Wall,,FTR,8,8.6
black_mirror_on_the_wall,Black Mirror on the Wall,,ETR,9+,9.7
altersist,Altersist,,PST,2,2.5
altersist,Altersist,,PRS,6,6
altersist,Altersist,,FTR,8,8.4
altersist,Altersist,,ETR,9+,9.8
tau,τ (tau),,PST,4,4.5
tau,τ (tau),,PRS,7+,7.8
tau,τ (tau),,FTR,9+,9.7
song_1fcfszf,μ,,PST,3,3.5
song_1fcfszf,μ,,PRS,7,7.5
song_1fcfszf,μ,,FTR,9+,9.7
song_1fpb7ab,~_+,,PST,4,4.5
song_1fpb7ab,~_+,,PRS,8,8
song_1fpb7ab,~_+,,FTR,9+,9.9
song_oxdk47,ヨミビトシラズ,,PST,4,4.5
song_oxdk47,ヨミビトシラズ,,PRS,8,8
song_oxdk47,ヨミビトシラズ,,FTR,9+,9.8
xeraphinite,Xeraphinite,,PST,3,3
xeraphinite,Xeraphinite,,PRS,7,7.5
xeraphinite,Xeraphinite,,FTR,9+,9.8
